Zcta5,City,Bedroom,MedianPrice,DrivingDistance,DrivingTime,TransitTime,EnglishScore,MathScore,ScienceScore
01431,"Ashby, MA",1,,54.84,99,150,,,
01431,"Ashby, MA",2,195600,54.84,99,150,,,
01431,"Ashby, MA",3,243100,54.84,99,150,,,
01431,"Ashby, MA",4,278600,54.84,99,150,,,
01431,"Ashby, MA",5,,54.84,99,150,,,
01432," Ayer, MA",1,,36.86,72,86,,,
01432," Ayer, MA",2,193200,36.86,72,86,,,
01432," Ayer, MA",3,287500,36.86,72,86,,,
01432," Ayer, MA",4,336800,36.86,72,86,,,
01432," Ayer, MA",5,,36.86,72,86,,,
01450," Groton, MA",1,,41.5,65,91,63,80,52
01450," Groton, MA",2,284400,41.5,65,91,63,80,52
01450," Groton, MA",3,385500,41.5,65,91,63,80,52
01450," Groton, MA",4,534900,41.5,65,91,63,80,52
01450," Groton, MA",5,597200,41.5,65,91,63,80,52
01460,"Littleton, MA",1,,37.58,52,93,67,83,59
01460,"Littleton, MA",2,310100,37.58,52,93,67,83,59
01460,"Littleton, MA",3,368400,37.58,52,93,67,83,59
01460,"Littleton, MA",4,510900,37.58,52,93,67,83,59
01460,"Littleton, MA",5,556500,37.58,52,93,67,83,59
01463," Pepperell, MA",1,,45.7,72,221,,,
01463," Pepperell, MA",2,204800,45.7,72,221,,,
01463," Pepperell, MA",3,285600,45.7,72,221,,,
01463," Pepperell, MA",4,357800,45.7,72,221,,,
01463," Pepperell, MA",5,388200,45.7,72,221,,,
01464," Shirley, MA",1,,42.51,79,88,,,
01464," Shirley, MA",2,190100,42.51,79,88,,,
01464," Shirley, MA",3,270900,42.51,79,88,,,
01464," Shirley, MA",4,350700,42.51,79,88,,,
01464," Shirley, MA",5,,42.51,79,88,,,
01469," Townsend, MA",1,113400,51.65,77,221,,,
01469," Townsend, MA",2,192400,51.65,77,221,,,
01469," Townsend, MA",3,237500,51.65,77,221,,,
01469," Townsend, MA",4,276000,51.65,77,221,,,
01469," Townsend, MA",5,,51.65,77,221,,,
01474," Townsend, MA",1,,54.44,83,188,,,
01474," Townsend, MA",2,203900,54.44,83,188,,,
01474," Townsend, MA",3,255900,54.44,83,188,,,
01474," Townsend, MA",4,281000,54.44,83,188,,,
01474," Townsend, MA",5,,54.44,83,188,,,
01701,"Framingham, MA",1,131800,24.32,50,131,46,66,45
01701,"Framingham, MA",2,283400,24.32,50,131,46,66,45
01701,"Framingham, MA",3,327200,24.32,50,131,46,66,45
01701,"Framingham, MA",4,428400,24.32,50,131,46,66,45
01701,"Framingham, MA",5,473000,24.32,50,131,46,66,45
01702,"Framingham, MA",1,123900,23.61,49,104,46,66,45
01702,"Framingham, MA",2,192300,23.61,49,104,46,66,45
01702,"Framingham, MA",3,296800,23.61,49,104,46,66,45
01702,"Framingham, MA",4,416400,23.61,49,104,46,66,45
01702,"Framingham, MA",5,465600,23.61,49,104,46,66,45
01718,"Acton, MA",1,,26.87,59,142,72,86,70
01718,"Acton, MA",2,,26.87,59,142,72,86,70
01718,"Acton, MA",3,,26.87,59,142,72,86,70
01718,"Acton, MA",4,,26.87,59,142,72,86,70
01718,"Acton, MA",5,,26.87,59,142,72,86,70
01719,"Boxboro, MA",1,121200,28.94,62,80,72,86,70
01719,"Boxboro, MA",2,133300,28.94,62,80,72,86,70
01719,"Boxboro, MA",3,490400,28.94,62,80,72,86,70
01719,"Boxboro, MA",4,660400,28.94,62,80,72,86,70
01719,"Boxboro, MA",5,,28.94,62,80,72,86,70
01720,"Acton, MA",1,138200,26.16,54,72,72,86,70
01720,"Acton, MA",2,236900,26.16,54,72,72,86,70
01720,"Acton, MA",3,455800,26.16,54,72,72,86,70
01720,"Acton, MA",4,603500,26.16,54,72,72,86,70
01720,"Acton, MA",5,685000,26.16,54,72,72,86,70
01721,"Ashland, MA",1,,28.83,54,116,63,79,42
01721,"Ashland, MA",2,288600,28.83,54,116,63,79,42
01721,"Ashland, MA",3,332400,28.83,54,116,63,79,42
01721,"Ashland, MA",4,512400,28.83,54,116,63,79,42
01721,"Ashland, MA",5,,28.83,54,116,63,79,42
01730,"Bedford, MA",1,,21.19,35,91,64,72,37
01730,"Bedford, MA",2,475000,21.19,35,91,64,72,37
01730,"Bedford, MA",3,550500,21.19,35,91,64,72,37
01730,"Bedford, MA",4,675100,21.19,35,91,64,72,37
01730,"Bedford, MA",5,758900,21.19,35,91,64,72,37
01741,"Carlisle, MA",1,,25.42,43,100,75,82,74
01741,"Carlisle, MA",2,,25.42,43,100,75,82,74
01741,"Carlisle, MA",3,673900,25.42,43,100,75,82,74
01741,"Carlisle, MA",4,822300,25.42,43,100,75,82,74
01741,"Carlisle, MA",5,1083300,25.42,43,100,75,82,74
01742,"Concord, MA",1,369500,20.35,46,74,75,82,74
01742,"Concord, MA",2,467100,20.35,46,74,75,82,74
01742,"Concord, MA",3,664100,20.35,46,74,75,82,74
01742,"Concord, MA",4,906700,20.35,46,74,75,82,74
01742,"Concord, MA",5,1509100,20.35,46,74,75,82,74
01746,"Holliston, MA",1,119900,29.66,64,134,61,80,40
01746,"Holliston, MA",2,313800,29.66,64,134,61,80,40
01746,"Holliston, MA",3,344200,29.66,64,134,61,80,40
01746,"Holliston, MA",4,484800,29.66,64,134,61,80,40
01746,"Holliston, MA",5,573500,29.66,64,134,61,80,40
01748," Hopkinton, MA",1,,35.05,55,129,68,80,54
01748," Hopkinton, MA",2,307100,35.05,55,129,68,80,54
01748," Hopkinton, MA",3,411300,35.05,55,129,68,80,54
01748," Hopkinton, MA",4,647200,35.05,55,129,68,80,54
01748," Hopkinton, MA",5,785000,35.05,55,129,68,80,54
01749," Hudson, MA",1,145100,30.56,62,171,52,47,17
01749," Hudson, MA",2,243200,30.56,62,171,52,47,17
01749," Hudson, MA",3,290700,30.56,62,171,52,47,17
01749," Hudson, MA",4,372100,30.56,62,171,52,47,17
01749," Hudson, MA",5,363000,30.56,62,171,52,47,17
01752,"Marlborough, MA",1,122300,31,59,203,35,56,29
01752,"Marlborough, MA",2,214500,31,59,203,35,56,29
01752,"Marlborough, MA",3,280100,31,59,203,35,56,29
01752,"Marlborough, MA",4,420100,31,59,203,35,56,29
01752,"Marlborough, MA",5,402300,31,59,203,35,56,29
01754,"Maynard, MA",1,,25.58,57,75,37,54,29
01754,"Maynard, MA",2,263800,25.58,57,75,37,54,29
01754,"Maynard, MA",3,306500,25.58,57,75,37,54,29
01754,"Maynard, MA",4,358400,25.58,57,75,37,54,29
01754,"Maynard, MA",5,,25.58,57,75,37,54,29
01760,"Natick, MA",1,167900,20.67,43,80,64,69,50
01760,"Natick, MA",2,357100,20.67,43,80,64,69,50
01760,"Natick, MA",3,446700,20.67,43,80,64,69,50
01760,"Natick, MA",4,599700,20.67,43,80,64,69,50
01760,"Natick, MA",5,720600,20.67,43,80,64,69,50
01770,"Sherborn, MA",1,,26.05,52,121,81,86,76
01770,"Sherborn, MA",2,,26.05,52,121,81,86,76
01770,"Sherborn, MA",3,651900,26.05,52,121,81,86,76
01770,"Sherborn, MA",4,843700,26.05,52,121,81,86,76
01770,"Sherborn, MA",5,1069100,26.05,52,121,81,86,76
01773,"Lincoln, MA",1,,17.85,38,53,68,80,44
01773,"Lincoln, MA",2,442300,17.85,38,53,68,80,44
01773,"Lincoln, MA",3,760200,17.85,38,53,68,80,44
01773,"Lincoln, MA",4,1120200,17.85,38,53,68,80,44
01773,"Lincoln, MA",5,1456500,17.85,38,53,68,80,44
01775,"Stow, MA",1,,30.22,65,78,,,
01775,"Stow, MA",2,360600,30.22,65,78,,,
01775,"Stow, MA",3,414200,30.22,65,78,,,
01775,"Stow, MA",4,518900,30.22,65,78,,,
01775,"Stow, MA",5,,30.22,65,78,,,
01776,"Sudbury, MA",1,,23.93,48,146,68,80,44
01776,"Sudbury, MA",2,549200,23.93,48,146,68,80,44
01776,"Sudbury, MA",3,544200,23.93,48,146,68,80,44
01776,"Sudbury, MA",4,794600,23.93,48,146,68,80,44
01776,"Sudbury, MA",5,942000,23.93,48,146,68,80,44
01778,"Wayland, MA",1,,20.25,41,110,67,81,54
01778,"Wayland, MA",2,524200,20.25,41,110,67,81,54
01778,"Wayland, MA",3,592200,20.25,41,110,67,81,54
01778,"Wayland, MA",4,760100,20.25,41,110,67,81,54
01778,"Wayland, MA",5,1089200,20.25,41,110,67,81,54
01801,"Woburn, MA",1,161500,13.94,22,44,39,45,24
01801,"Woburn, MA",2,320700,13.94,22,44,39,45,24
01801,"Woburn, MA",3,374300,13.94,22,44,39,45,24
01801,"Woburn, MA",4,441200,13.94,22,44,39,45,24
01801,"Woburn, MA",5,473000,13.94,22,44,39,45,24
01803,"Burlington, MA",1,189200,16.09,25,86,51,59,28
01803,"Burlington, MA",2,399300,16.09,25,86,51,59,28
01803,"Burlington, MA",3,425700,16.09,25,86,51,59,28
01803,"Burlington, MA",4,523300,16.09,25,86,51,59,28
01803,"Burlington, MA",5,574200,16.09,25,86,51,59,28
01810," Andover, MA",1,157600,22.6,32,76,63,77,40
01810," Andover, MA",2,327000,22.6,32,76,63,77,40
01810," Andover, MA",3,496200,22.6,32,76,63,77,40
01810," Andover, MA",4,681500,22.6,32,76,63,77,40
01810," Andover, MA",5,822400,22.6,32,76,63,77,40
01821,"Billerica, MA",1,131400,20.14,37,92,52,66,51
01821,"Billerica, MA",2,288300,20.14,37,92,52,66,51
01821,"Billerica, MA",3,354100,20.14,37,92,52,66,51
01821,"Billerica, MA",4,396000,20.14,37,92,52,66,51
01821,"Billerica, MA",5,416900,20.14,37,92,52,66,51
01824,"Chelmsford, MA",1,,29.95,44,110,68,78,44
01824,"Chelmsford, MA",2,229200,29.95,44,110,68,78,44
01824,"Chelmsford, MA",3,333500,29.95,44,110,68,78,44
01824,"Chelmsford, MA",4,419800,29.95,44,110,68,78,44
01824,"Chelmsford, MA",5,448500,29.95,44,110,68,78,44
01826,"Dracut, MA",1,116100,31.97,48,97,47,51,31
01826,"Dracut, MA",2,182100,31.97,48,97,47,51,31
01826,"Dracut, MA",3,277200,31.97,48,97,47,51,31
01826,"Dracut, MA",4,341600,31.97,48,97,47,51,31
01826,"Dracut, MA",5,363400,31.97,48,97,47,51,31
01827,"Dunstable, MA",1,,39.63,58,221,63,80,52
01827,"Dunstable, MA",2,,39.63,58,221,63,80,52
01827,"Dunstable, MA",3,394800,39.63,58,221,63,80,52
01827,"Dunstable, MA",4,484900,39.63,58,221,63,80,52
01827,"Dunstable, MA",5,,39.63,58,221,63,80,52
01830,"Haverhill, MA",1,113600,38.47,46,172,29,37,23
01830,"Haverhill, MA",2,222500,38.47,46,172,29,37,23
01830,"Haverhill, MA",3,269500,38.47,46,172,29,37,23
01830,"Haverhill, MA",4,305200,38.47,46,172,29,37,23
01830,"Haverhill, MA",5,348800,38.47,46,172,29,37,23
01832,"Haverhill, MA",1,126000,35.2,44,157,29,37,23
01832,"Haverhill, MA",2,187500,35.2,44,157,29,37,23
01832,"Haverhill, MA",3,272200,35.2,44,157,29,37,23
01832,"Haverhill, MA",4,341400,35.2,44,157,29,37,23
01832,"Haverhill, MA",5,,35.2,44,157,29,37,23
01833,"Georgetown, MA",1,,29.28,43,92,59,67,32
01833,"Georgetown, MA",2,344400,29.28,43,92,59,67,32
01833,"Georgetown, MA",3,408700,29.28,43,92,59,67,32
01833,"Georgetown, MA",4,555200,29.28,43,92,59,67,32
01833,"Georgetown, MA",5,,29.28,43,92,59,67,32
01834,"Groveland, MA",1,,32.55,50,146,,,
01834,"Groveland, MA",2,318100,32.55,50,146,,,
01834,"Groveland, MA",3,371200,32.55,50,146,,,
01834,"Groveland, MA",4,451900,32.55,50,146,,,
01834,"Groveland, MA",5,,32.55,50,146,,,
01835,"Haverhill, MA",1,,36.13,47,132,29,37,23
01835,"Haverhill, MA",2,186300,36.13,47,132,29,37,23
01835,"Haverhill, MA",3,272300,36.13,47,132,29,37,23
01835,"Haverhill, MA",4,339000,36.13,47,132,29,37,23
01835,"Haverhill, MA",5,,36.13,47,132,29,37,23
01840,"Lawrence, MA",1,,29.55,38,138,8,18,2
01840,"Lawrence, MA",2,,29.55,38,138,8,18,2
01840,"Lawrence, MA",3,,29.55,38,138,8,18,2
01840,"Lawrence, MA",4,,29.55,38,138,8,18,2
01840,"Lawrence, MA",5,,29.55,38,138,8,18,2
01841,"Lawrence, MA",1,,28.69,40,146,8,18,2
01841,"Lawrence, MA",2,153800,28.69,40,146,8,18,2
01841,"Lawrence, MA",3,200300,28.69,40,146,8,18,2
01841,"Lawrence, MA",4,221800,28.69,40,146,8,18,2
01841,"Lawrence, MA",5,,28.69,40,146,8,18,2
01843,"Lawrence, MA",1,,26.81,33,102,8,18,2
01843,"Lawrence, MA",2,206000,26.81,33,102,8,18,2
01843,"Lawrence, MA",3,233100,26.81,33,102,8,18,2
01843,"Lawrence, MA",4,242900,26.81,33,102,8,18,2
01843,"Lawrence, MA",5,,26.81,33,102,8,18,2
01844,"Methuen, MA",1,151600,29.1,34,148,23,35,20
01844,"Methuen, MA",2,221000,29.1,34,148,23,35,20
01844,"Methuen, MA",3,284800,29.1,34,148,23,35,20
01844,"Methuen, MA",4,338300,29.1,34,148,23,35,20
01844,"Methuen, MA",5,343200,29.1,34,148,23,35,20
01845,"North Andover, MA",1,157900,27.63,42,139,49,56,40
01845,"North Andover, MA",2,254200,27.63,42,139,49,56,40
01845,"North Andover, MA",3,385900,27.63,42,139,49,56,40
01845,"North Andover, MA",4,584500,27.63,42,139,49,56,40
01845,"North Andover, MA",5,682300,27.63,42,139,49,56,40
01850,"Lowell, MA",1,,30.55,45,86,21,41,15
01850,"Lowell, MA",2,147400,30.55,45,86,21,41,15
01850,"Lowell, MA",3,205100,30.55,45,86,21,41,15
01850,"Lowell, MA",4,233000,30.55,45,86,21,41,15
01850,"Lowell, MA",5,,30.55,45,86,21,41,15
01851,"Lowell, MA",1,,29.76,44,83,21,41,15
01851,"Lowell, MA",2,179400,29.76,44,83,21,41,15
01851,"Lowell, MA",3,239200,29.76,44,83,21,41,15
01851,"Lowell, MA",4,256600,29.76,44,83,21,41,15
01851,"Lowell, MA",5,268900,29.76,44,83,21,41,15
01852,"Lowell, MA",1,161800,29.36,41,80,21,41,15
01852,"Lowell, MA",2,185300,29.36,41,80,21,41,15
01852,"Lowell, MA",3,258500,29.36,41,80,21,41,15
01852,"Lowell, MA",4,303000,29.36,41,80,21,41,15
01852,"Lowell, MA",5,390100,29.36,41,80,21,41,15
01854,"Lowell, MA",1,118100,32.36,51,98,21,41,15
01854,"Lowell, MA",2,154700,32.36,51,98,21,41,15
01854,"Lowell, MA",3,258800,32.36,51,98,21,41,15
01854,"Lowell, MA",4,256500,32.36,51,98,21,41,15
01854,"Lowell, MA",5,284100,32.36,51,98,21,41,15
01860,"Merrimac, MA",1,,42.58,51,152,,,
01860,"Merrimac, MA",2,266200,42.58,51,152,,,
01860,"Merrimac, MA",3,352300,42.58,51,152,,,
01860,"Merrimac, MA",4,423100,42.58,51,152,,,
01860,"Merrimac, MA",5,,42.58,51,152,,,
01862,"Billerica, MA",1,,25.56,37,129,52,66,51
01862,"Billerica, MA",2,309900,25.56,37,129,52,66,51
01862,"Billerica, MA",3,352500,25.56,37,129,52,66,51
01862,"Billerica, MA",4,406500,25.56,37,129,52,66,51
01862,"Billerica, MA",5,,25.56,37,129,52,66,51
01863,"North Chelmsford, MA",1,,33.39,49,143,24,35,18
01863,"North Chelmsford, MA",2,215600,33.39,49,143,24,35,18
01863,"North Chelmsford, MA",3,309300,33.39,49,143,24,35,18
01863,"North Chelmsford, MA",4,353100,33.39,49,143,24,35,18
01863,"North Chelmsford, MA",5,,33.39,49,143,24,35,18
01864,"North Reading, MA",1,162700,18.94,31,71,57,63,49
01864,"North Reading, MA",2,339900,18.94,31,71,57,63,49
01864,"North Reading, MA",3,440100,18.94,31,71,57,63,49
01864,"North Reading, MA",4,677500,18.94,31,71,57,63,49
01864,"North Reading, MA",5,699200,18.94,31,71,57,63,49
01867,"Reading, MA",1,192000,14.39,24,92,47,61,38
01867,"Reading, MA",2,385700,14.39,24,92,47,61,38
01867,"Reading, MA",3,470400,14.39,24,92,47,61,38
01867,"Reading, MA",4,602000,14.39,24,92,47,61,38
01867,"Reading, MA",5,651000,14.39,24,92,47,61,38
01876,"Tewksbury, MA",1,,23.24,33,130,43,65,30
01876,"Tewksbury, MA",2,256400,23.24,33,130,43,65,30
01876,"Tewksbury, MA",3,331400,23.24,33,130,43,65,30
01876,"Tewksbury, MA",4,402000,23.24,33,130,43,65,30
01876,"Tewksbury, MA",5,443000,23.24,33,130,43,65,30
01879,"Tyngsboro, MA",1,201200,35.27,50,133,41,55,44
01879,"Tyngsboro, MA",2,225500,35.27,50,133,41,55,44
01879,"Tyngsboro, MA",3,348000,35.27,50,133,41,55,44
01879,"Tyngsboro, MA",4,413900,35.27,50,133,41,55,44
01879,"Tyngsboro, MA",5,,35.27,50,133,41,55,44
01880,"Wakefield, MA",1,197900,15.48,30,54,46,64,39
01880,"Wakefield, MA",2,351100,15.48,30,54,46,64,39
01880,"Wakefield, MA",3,433600,15.48,30,54,46,64,39
01880,"Wakefield, MA",4,533500,15.48,30,54,46,64,39
01880,"Wakefield, MA",5,585200,15.48,30,54,46,64,39
01886,"Westford, MA",1,261200,35.67,52,136,75,84,65
01886,"Westford, MA",2,318200,35.67,52,136,75,84,65
01886,"Westford, MA",3,404200,35.67,52,136,75,84,65
01886,"Westford, MA",4,596600,35.67,52,136,75,84,65
01886,"Westford, MA",5,627900,35.67,52,136,75,84,65
01887,"Wilmington, MA",1,,16.65,25,173,56,65,30
01887,"Wilmington, MA",2,323700,16.65,25,173,56,65,30
01887,"Wilmington, MA",3,381800,16.65,25,173,56,65,30
01887,"Wilmington, MA",4,496300,16.65,25,173,56,65,30
01887,"Wilmington, MA",5,525400,16.65,25,173,56,65,30
01890,"Winchester, MA",1,167700,8.35,21,70,79,86,70
01890,"Winchester, MA",2,525700,8.35,21,70,79,86,70
01890,"Winchester, MA",3,760500,8.35,21,70,79,86,70
01890,"Winchester, MA",4,1020800,8.35,21,70,79,86,70
01890,"Winchester, MA",5,1368000,8.35,21,70,79,86,70
01901,"Lynn, MA",1,,10.15,31,43,23,31,9
01901,"Lynn, MA",2,,10.15,31,43,23,31,9
01901,"Lynn, MA",3,,10.15,31,43,23,31,9
01901,"Lynn, MA",4,,10.15,31,43,23,31,9
01901,"Lynn, MA",5,,10.15,31,43,23,31,9
01902,"Lynn, MA",1,141300,13.71,39,70,23,31,9
01902,"Lynn, MA",2,210600,13.71,39,70,23,31,9
01902,"Lynn, MA",3,253400,13.71,39,70,23,31,9
01902,"Lynn, MA",4,272400,13.71,39,70,23,31,9
01902,"Lynn, MA",5,340600,13.71,39,70,23,31,9
01904,"Lynn, MA",1,215100,14.54,43,95,23,31,9
01904,"Lynn, MA",2,273800,14.54,43,95,23,31,9
01904,"Lynn, MA",3,294000,14.54,43,95,23,31,9
01904,"Lynn, MA",4,329400,14.54,43,95,23,31,9
01904,"Lynn, MA",5,,14.54,43,95,23,31,9
01905,"Lynn, MA",1,140400,14.13,27,51,23,31,9
01905,"Lynn, MA",2,229900,14.13,27,51,23,31,9
01905,"Lynn, MA",3,258100,14.13,27,51,23,31,9
01905,"Lynn, MA",4,274600,14.13,27,51,23,31,9
01905,"Lynn, MA",5,,14.13,27,51,23,31,9
01906,"Saugus, MA",1,229900,10.92,21,45,37,39,26
01906,"Saugus, MA",2,314400,10.92,21,45,37,39,26
01906,"Saugus, MA",3,349900,10.92,21,45,37,39,26
01906,"Saugus, MA",4,402400,10.92,21,45,37,39,26
01906,"Saugus, MA",5,435400,10.92,21,45,37,39,26
01907,"Swampscott, MA",1,182600,12.94,42,76,54,61,40
01907,"Swampscott, MA",2,243200,12.94,42,76,54,61,40
01907,"Swampscott, MA",3,415400,12.94,42,76,54,61,40
01907,"Swampscott, MA",4,521200,12.94,42,76,54,61,40
01907,"Swampscott, MA",5,801500,12.94,42,76,54,61,40
01908,"Nahant, MA",1,,13.13,38,69,,,
01908,"Nahant, MA",2,434700,13.13,38,69,,,
01908,"Nahant, MA",3,534400,13.13,38,69,,,
01908,"Nahant, MA",4,646900,13.13,38,69,,,
01908,"Nahant, MA",5,,13.13,38,69,,,
01913," Amesbury, MA",1,144800,45.42,53,146,56,60,39
01913," Amesbury, MA",2,252100,45.42,53,146,56,60,39
01913," Amesbury, MA",3,326200,45.42,53,146,56,60,39
01913," Amesbury, MA",4,411200,45.42,53,146,56,60,39
01913," Amesbury, MA",5,442700,45.42,53,146,56,60,39
01915,"Beverly, MA",1,195300,28.67,41,64,44,53,39
01915,"Beverly, MA",2,315000,28.67,41,64,44,53,39
01915,"Beverly, MA",3,382000,28.67,41,64,44,53,39
01915,"Beverly, MA",4,481300,28.67,41,64,44,53,39
01915,"Beverly, MA",5,701700,28.67,41,64,44,53,39
01921," Boxford, MA",1,,27.02,43,147,28,44,23
01921," Boxford, MA",2,396200,27.02,43,147,28,44,23
01921," Boxford, MA",3,515600,27.02,43,147,28,44,23
01921," Boxford, MA",4,640700,27.02,43,147,28,44,23
01921," Boxford, MA",5,808200,27.02,43,147,28,44,23
01922,"Newbury, MA",1,,33.1,45,91,,,
01922,"Newbury, MA",2,463900,33.1,45,91,,,
01922,"Newbury, MA",3,431600,33.1,45,91,,,
01922,"Newbury, MA",4,546200,33.1,45,91,,,
01922,"Newbury, MA",5,,33.1,45,91,,,
01923,"Danvers, MA",1,163400,20.34,32,136,46,61,31
01923,"Danvers, MA",2,313800,20.34,32,136,46,61,31
01923,"Danvers, MA",3,376100,20.34,32,136,46,61,31
01923,"Danvers, MA",4,457600,20.34,32,136,46,61,31
01923,"Danvers, MA",5,517900,20.34,32,136,46,61,31
01929," Essex, MA",1,,36.74,51,165,,,
01929," Essex, MA",2,393800,36.74,51,165,,,
01929," Essex, MA",3,468000,36.74,51,165,,,
01929," Essex, MA",4,640900,36.74,51,165,,,
01929," Essex, MA",5,,36.74,51,165,,,
01930,"Gloucester, MA",1,246000,37.87,49,96,34,47,25
01930,"Gloucester, MA",2,328300,37.87,49,96,34,47,25
01930,"Gloucester, MA",3,412200,37.87,49,96,34,47,25
01930,"Gloucester, MA",4,555100,37.87,49,96,34,47,25
01930,"Gloucester, MA",5,982900,37.87,49,96,34,47,25
01938," Ipswich, MA",1,330200,29.56,50,77,56,58,23
01938," Ipswich, MA",2,368700,29.56,50,77,56,58,23
01938," Ipswich, MA",3,464400,29.56,50,77,56,58,23
01938," Ipswich, MA",4,571400,29.56,50,77,56,58,23
01938," Ipswich, MA",5,714700,29.56,50,77,56,58,23
01940,"Lynnfield, MA",1,,17.03,26,65,73,66,42
01940,"Lynnfield, MA",2,436500,17.03,26,65,73,66,42
01940,"Lynnfield, MA",3,533000,17.03,26,65,73,66,42
01940,"Lynnfield, MA",4,695100,17.03,26,65,73,66,42
